0.000000000000000000e+00,7.688627578318119049e-03,2.316839806735515594e-02,1.551394164562225342e-02,7.179469615221023560e-02,6.883201003074645996e-01,1.894477903842926025e-01,4.066429566591978073e-03,0.000000000000000000e+00,1.394204515963792801e-02,1.999043114483356476e-02,1.872608065605163574e-02,1.061714068055152893e-01,8.014625310897827148e-01,3.970748931169509888e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.647074893116950989e-02,2.036632038652896881e-02,6.297840178012847900e-02,8.374111652374267578e-01,6.277337670326232910e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.534308400005102158e-02,1.995626091957092285e-02,1.493302360177040100e-02,7.295653223991394043e-02,6.982299089431762695e-01,1.757449358701705933e-01,2.836249303072690964e-03,0.000000000000000000e+00,2.152815833687782288e-02,1.715418323874473572e-02,1.688080839812755585e-02,1.072990670800209045e-01,8.064857721328735352e-01,3.065199591219425201e-02,0.000000000000000000e+00,3.417167754378169775e-04,2.593630366027355194e-02,1.524056866765022278e-02,5.293193086981773376e-02,8.139352202415466309e-01,9.161426872014999390e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.472799386829137802e-02,1.975123025476932526e-02,1.503553893417119980e-02,7.152131944894790649e-02,7.026038765907287598e-01,1.751981973648071289e-01,1.161837019026279449e-03,0.000000000000000000e+00,2.156232856214046478e-02,1.547977048903703690e-02,1.981957443058490753e-02,1.102378368377685547e-01,8.129100799560546875e-01,1.999043114483356476e-02,0.000000000000000000e+00,1.366867072647437453e-04,2.487698197364807129e-02,1.517222542315721512e-02,4.818206652998924255e-02,8.194368481636047363e-01,9.219519048929214478e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.510388217866420746e-02,1.930699869990348816e-02,1.520639657974243164e-02,7.326407730579376221e-02,6.933091878890991211e-01,1.820667088031768799e-01,1.742755644954741001e-03,0.000000000000000000e+00,2.190404571592807770e-02,1.472799386829137802e-02,2.053717896342277527e-02,1.069573536515235901e-01,8.085702657699584961e-01,2.730317041277885437e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.501366846263408661e-02,1.476216502487659454e-02,4.609759524464607239e-02,8.393247723579406738e-01,7.480180263519287109e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.496719475835561752e-02,1.923865452408790588e-02,1.660743542015552521e-02,7.545106858015060425e-02,6.931041479110717773e-01,1.769751161336898804e-01,3.656369633972644806e-03,0.000000000000000000e+00,1.882859505712985992e-02,1.619737595319747925e-02,2.156232856214046478e-02,1.063764318823814392e-01,8.175573945045471191e-01,1.947785727679729462e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.224576286971569061e-02,1.520639657974243164e-02,4.954893514513969421e-02,8.436987400054931641e-01,6.930016726255416870e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.476216502487659454e-02,1.947785727679729462e-02,1.647074893116950989e-02,7.254647463560104370e-02,6.991525292396545410e-01,1.763942092657089233e-01,1.196008757688105106e-03,0.000000000000000000e+00,1.995626091957092285e-02,1.612903177738189697e-02,2.128895558416843414e-02,1.115021854639053345e-01,8.092536926269531250e-01,2.186987362802028656e-02,0.000000000000000000e+00,3.417167681618593633e-05,2.392017468810081482e-02,1.462547853589057922e-02,4.073264077305793762e-02,8.399398326873779297e-01,8.074767887592315674e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.250683423131704330e-02,1.978540234267711639e-02,1.858939230442047119e-02,7.493849098682403564e-02,6.953594684600830078e-01,1.775218695402145386e-01,1.298523740842938423e-03,0.000000000000000000e+00,1.674412190914154053e-02,1.681246608495712280e-02,2.354428730905056000e-02,1.056588292121887207e-01,8.208037018775939941e-01,1.643657684326171875e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.865773648023605347e-02,1.688080839812755585e-02,3.977583348751068115e-02,8.563422560691833496e-01,6.834335625171661377e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.206260267645120621e-02,1.995626091957092285e-02,1.872608065605163574e-02,7.411836832761764526e-02,6.875341534614562988e-01,1.860647946596145630e-01,1.537725562229752541e-03,0.000000000000000000e+00,1.664160750806331635e-02,1.667577959597110748e-02,2.467195130884647369e-02,1.084950789809226990e-01,8.224098086357116699e-01,1.110579539090394974e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.852104999125003815e-02,1.688080839812755585e-02,3.857982531189918518e-02,8.597594499588012695e-01,6.625888496637344360e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.267769280821084976e-02,1.923865452408790588e-02,1.917031221091747284e-02,7.353745400905609131e-02,6.773852109909057617e-01,1.946760565042495728e-01,3.314652713015675545e-03,0.000000000000000000e+00,1.616320386528968811e-02,1.722252555191516876e-02,2.347594313323497772e-02,1.084950789809226990e-01,8.155071139335632324e-01,1.913614012300968170e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.831601932644844055e-02,1.688080839812755585e-02,4.309048503637313843e-02,8.683707118034362793e-01,5.334198847413063049e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.479633711278438568e-02,1.940951310098171234e-02,1.606068946421146393e-02,7.203389704227447510e-02,6.911221742630004883e-01,1.848346143960952759e-01,1.742755644954741001e-03,0.000000000000000000e+00,1.934117078781127930e-02,1.599234528839588165e-02,2.091306634247303009e-02,1.108870953321456909e-01,8.178991079330444336e-01,1.496719475835561752e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.296336740255355835e-02,1.486468035727739334e-02,3.796473518013954163e-02,8.673455715179443359e-01,5.686167255043983459e-02,0.000000000000000000e+00,0.000000000000000000e+00
